"player_name","Name.Wyscout","marketval","position_tm","competition","team","player_id","foot","position_wy","passes","success_passes","pass_length","pass_mean_pos_x","pass_mean_pos_y","n_shots","totxg","totxa"
"Philipp Bargfrede","P. Bargfrede",2000000,"Defensive Midfield","German first division","Werder Bremen",14692,"right","Midfielder",925,760,23176.5529787386,45.92,34.49,15,0.723,1.275
"Philipp Lienhart","P. Lienhart",2500000,"Centre-Back","German first division","Freiburg",255732,"right","Defender",392,336,10957.9324659585,32.47,47.61,1,0,0.161
"Philipp Max","P. Max",15000000,"Left-Back","German first division","Augsburg",221411,"left","Defender",1164,844,34981.1708670257,54.62,8.77,16,0.743,11.771
"Philipp Ochs","P. Ochs",NA,"Left Winger","German first division","Hoffenheim",297701,"left","Forward",19,13,436.680258656234,63.3,55.65,4,0.383,0.042
"Philipp Tschauner","P. Tschauner",1500000,"Goalkeeper","German first division","Hannover 96",16010,"right","Goalkeeper",715,633,26166.6453222691,13.18,36.57,1,0,0.063
"Philippe Coutinho","Philippe Coutinho",100000000,"Left Winger","English first division","Liverpool",3802,"right","Forward",1778,1524,37293.196878873,65.04,24.98,101,12.552,14.627
"Pierre Lees-Melou","P. Lees Melou",8000000,"Defensive Midfield","French first division","Nice",277629,"right","Midfielder",1519,1283,33891.7145611772,56.81,33.19,45,7.169,7.185
"Pierre-Emerick Aubameyang","P. Aubameyang",75000000,"Centre-Forward","English first division","Arsenal",25867,"right","Forward",600,440,11408.0248720831,68.99,31.75,73,37.801,7.277
"Pierrick Capelle","P. Capelle",1000000,"Left Midfield","French first division","Angers",27646,"left","Midfielder",744,599,16439.3947589511,57.88,32.34,38,4.019,3.577
"Pietro Iemmello","P. Iemmello",2000000,"Centre-Forward","Italian first division","Benevento",22135,"right","Forward",195,153,3806.70982578862,62.14,32.64,21,3.831,1.689
"Pietro Pellegri","P. Pellegri",8000000,"Centre-Forward","French first division","Monaco",481329,"right","Forward",39,31,871.064157694643,60.11,27.88,7,2.124,0.082
"Pione Sisto","P. Sisto",15000000,"Left Winger","Spanish first division","Celta de Vigo",241945,"right","Midfielder",1091,920,26254.3952454807,62.69,18.34,51,8.437,8.494
"Pirmin Schwegler","P. Schwegler",3000000,"Defensive Midfield","German first division","Hannover 96",15256,"right","Midfielder",1102,930,23591.0410926484,48.1,35.65,9,1.039,1.723
"Pol Lirola","Pol Lirola",7500000,"Right-Back","Italian first division","Sassuolo",354123,"right","Defender",753,526,20027.7581751071,52.33,58.38,7,0.268,2.902
"Portu","Portu",10000000,"Right Winger","Spanish first division","Girona",3287,"right","Midfielder",619,470,14824.228986082,71.58,51.21,43,12.963,12.381
"Presnel Kimpembe","P. Kimpembe",30000000,"Centre-Back","French first division","PSG",231138,"left","Defender",1821,1732,43701.0022228018,39.7,20.96,11,0.035,0.082
"Prince Oniangué","P. Oniangué",1500000,"Defensive Midfield","French first division","Angers",26539,"right","Midfielder",319,272,6272.08022967124,52.25,46.76,17,5.106,0.728
"Quentin Boisgard","Q. Boisgard",NA,"Attacking Midfield","French first division","Toulouse",374118,"right","Midfielder",79,51,1544.77362445248,68.18,31.13,0,0,0.142
"Quentin Cornette","Q. Cornette",NA,"Right Winger","French first division","Amiens SC",243931,"right","Forward",129,98,2492.02349480344,53.27,49.62,7,1.529,1.65
"Rachid Ghezzal","R. Ghezzal",4000000,"Right Winger","French first division","Monaco",28117,"left","Midfielder",511,396,11399.4662867222,64.19,50.95,27,4.491,4.629
"Racine Coly","R. Coly",2500000,"Left-Back","French first division","Nice",326946,"left","Defender",355,316,7083.64421441702,50.71,10.8,2,0,0.275
"Rafa Navarro","Rafa Navarro",NA,"Right-Back","Spanish first division","Real Betis",247212,"right","Defender",73,68,1587.31885286293,57.73,46.29,1,0.103,0.722
"Rafael","Rafael",NA,"Goalkeeper","French first division","Olympique Lyonnais",21299,"left","Goalkeeper",108,86,4159.42199928675,11.96,32.14,0,1.289,5.297
"Rafael","Rafael",NA,"Goalkeeper","French first division","Olympique Lyonnais",40774,"right","Goalkeeper",0,0,0,NA,NA,0,1.289,5.297
"Rafael","Rafael",NA,"Goalkeeper","French first division","Olympique Lyonnais",7920,"right","Defender",1006,837,21941.1502792694,51.65,55.94,9,1.289,5.297
"Raffael","Raffael",4000000,"Second Striker","German first division","Borussia M'gladbach",15107,"right","Forward",764,635,15121.0643243659,64.84,32.9,45,12.27,7.612
"Raffaele Palladino","R. Palladino",NA,"Left Winger","Italian first division","Genoa",20506,"right","Forward",92,72,2059.92042227569,66.55,11.62,4,1.262,1.724
"Rafik Zekhnini","R. Zekhnini",1000000,"Left Winger","Italian first division","Fiorentina",361214,"right","Forward",4,3,71.8783743039046,67.99,16.15,0,0,0.031
"Rafinha","Rafinha",28000000,"Attacking Midfield","German first division","Bayern München",3344,"left","Midfielder",724,649,15395.1500852721,61,32.48,16,3.715,8.393
"Rafinha","Rafinha",28000000,"Attacking Midfield","German first division","Bayern München",14718,"right","Defender",1601,1435,37954.8413425675,53.1,30.43,7,3.715,8.393
"Ragnar Klavan","R. Klavan",3500000,"Centre-Back","English first division","Liverpool",74,"left","Defender",1130,1052,30283.8831952958,39.31,20.49,2,0,0.168
"Raheem Sterling","R. Sterling",90000000,"Left Winger","English first division","Manchester City",11066,"right","Forward",1364,1166,24290.2729754315,71.59,36.63,90,31.528,17.507
"Rajiv van La Parra","R. van La Parra",4000000,"Left Winger","English first division","Huddersfield Town",173,"right","Midfielder",690,520,15543.7063893254,62.37,20.85,40,4.239,1.621
"Ramadan Sobhi","Ramadan Sobhi",7000000,"Left Winger","English first division","Stoke City",332605,"right","Midfielder",448,352,8665.7393245866,64.05,18.21,14,1.973,1.912
"Raman Chibsah","R. Chibsah",1500000,"Central Midfield","Italian first division","Benevento",220341,"right","Midfielder",391,356,8196.95173284639,49.47,41.35,7,1.401,1.097
"Ramiro Guerra","R. Guerra",NA,"Central Midfield","Spanish first division","Villarreal",282445,"right","Midfielder",32,25,611.753674084279,46.56,46.18,0,0,0.193
"Ramy Bensebaini","R. Bensebaini",8000000,"Left-Back","French first division","Rennes",334720,"left","Defender",1188,943,30289.5776803313,47.74,14.44,15,0.335,2.32
"Rani Khedira","R. Khedira",3500000,"Defensive Midfield","German first division","Augsburg",16826,"right","Midfielder",820,651,19806.2548869801,46.05,37.56,12,1.525,1.154
"Raphael Framberger","R. Framberger",NA,"Right-Back","German first division","Augsburg",224965,"right","Defender",271,180,7289.19054218742,60.29,59.56,1,0.053,2.196
"Raúl Albentosa","Albentosa",1500000,"Centre-Back","Spanish first division","Deportivo La Coruña",7302,"right","Defender",722,604,21808.2265171535,31.87,43.56,7,0.989,0.037
"Raúl Albiol","Albiol",8000000,"Centre-Back","Italian first division","Napoli",3300,"right","Defender",2390,2182,68337.6354868741,40.82,44.15,15,0.021,0.128
"Raúl Bobadilla","R. Bobadilla",1750000,"Centre-Forward","German first division","Borussia M'gladbach",49907,"right","Forward",111,87,1979.96934801503,67.48,33.86,14,2.758,0.789
"Raúl García","Raúl García",9000000,"Centre-Forward","Spanish first division","Athletic Club",3503,"right","Midfielder",764,476,16886.9035948732,63.1,38.56,72,11.383,6.036
"Raúl García","Raúl García",9000000,"Centre-Forward","Spanish first division","Athletic Club",6513,"left","Defender",471,341,11624.4312063126,45.64,10.65,7,11.383,6.036
"Raúl Navas","Raúl Navas",3000000,"Centre-Back","Spanish first division","Real Sociedad",3828,"right","Defender",1164,1041,33492.0559760613,33.81,27.97,10,0.058,0.584
"Recio","Recio",2000000,"Central Midfield","Spanish first division","Málaga",3568,"right","Midfielder",887,770,20508.0222427347,53.82,33.03,20,1.011,1.366
"Reece Oxford","R. Oxford",5000000,"Centre-Back","English first division","West Ham United",340476,"right","Defender",228,178,5678.14808506006,50.74,49.48,3,0,0.08
"Reiss Nelson","R. Nelson",NA,"Right Winger","English first division","Arsenal",397098,"right","Midfielder",80,74,1317.71845086035,62.19,40.93,2,0.138,0.069
"Rekeem Harper","R. Harper",NA,"Central Midfield","English first division","West Bromwich Albion",447254,"right","Midfielder",4,4,135.579857769382,55.65,31.79,0,0,0.099
"Remo Freuler","R. Freuler",14000000,"Central Midfield","Italian first division","Atalanta",49991,"right","Midfielder",2056,1820,45760.2927069243,55.09,22.97,44,8.126,6.295
"Rémy Cabella","R. Cabella",9000000,"Attacking Midfield","French first division","Olympique Marseille",25999,"right","Midfielder",1454,1228,28645.0589783404,62.37,32.31,52,11.488,10.309
"Rémy Vercoutre","R. Vercoutre",NA,"Goalkeeper","French first division","Caen",25384,"right","Goalkeeper",579,477,25565.4907147644,13.24,38.33,0,0,0.066
"Renato Sanches","Renato Sanches",20000000,"Central Midfield","English first division","Swansea City",258162,"right","Midfielder",599,502,13831.7060342331,58.12,35.57,14,0.289,0.425
"Renato Steffen","R. Steffen",3500000,"Right Winger","German first division","Wolfsburg",217052,"left","Midfielder",214,167,5109.8128784628,61.87,32.81,4,1.127,0.531
"Renaud Cohade","R. Cohade",1000000,"Central Midfield","French first division","Metz",26508,"right","Midfielder",1854,1508,44773.1409205965,55.56,40.54,39,1.694,6.818
"René Adler","R. Adler",1000000,"Goalkeeper","German first division","Mainz 05",14766,"right","Goalkeeper",272,221,10749.4210152344,16.4,36.55,0,0,0.611
"Rene Krhin","R. Krhin",1500000,"Defensive Midfield","French first division","Nantes",20685,"right","Midfielder",471,407,10176.7689003502,45.48,32.96,12,2.107,0.035
"Ricardo Álvarez","R. Álvarez",1800000,"Central Midfield","Italian first division","Sampdoria",20523,"left","Midfielder",157,125,3306.59362010824,65.97,33.78,6,0.726,0.256
"Riccardo Meggiorini","R. Meggiorini",NA,"Centre-Forward","Italian first division","Chievo",21119,"left","Forward",164,106,3575.89360790728,65.01,33.95,8,1.666,2.363
"Riccardo Montolivo","R. Montolivo",1500000,"Defensive Midfield","Italian first division","Milan",20943,"right","Midfielder",674,577,16150.9305110427,52.98,33.83,12,0.456,0.943
"Riccardo Orsolini","R. Orsolini",3500000,"Right Winger","Italian first division","Atalanta",373768,"left","Forward",143,106,3404.32179329472,63.86,50.05,7,0.531,1.822
"Riccardo Saponara","R. Saponara",9000000,"Attacking Midfield","Italian first division","Fiorentina",21025,"right","Midfielder",409,338,9191.7957862102,64.29,34.85,22,1.562,4.395
"Richarlison","Richarlison",25000000,"Centre-Forward","English first division","Watford",377071,"right","Forward",749,521,15660.9062961762,67.91,18.83,90,17.921,6.696
"Riechedly Bazoer","R. Bazoer",3000000,"Central Midfield","German first division","Wolfsburg",1729,"right","Midfielder",236,204,5682.07645752015,52.62,36.85,7,0.451,0.353
"Riyad Mahrez","R. Mahrez",50000000,"Right Winger","English first division","Leicester City",26150,"left","Midfielder",1216,969,30162.6212241051,61.52,46.98,62,11.889,10.849
"Riza Durmisi","R. Durmisi",5000000,"Left-Back","Spanish first division","Real Betis",56009,"left","Defender",879,717,20849.8414939907,55.01,8.19,15,3.643,4.823
"Rob Holding","R. Holding",7000000,"Centre-Back","English first division","Arsenal",370224,"right","Defender",574,502,15286.9726915609,39.34,32.21,1,0,0.068
"Robbie Brady","R. Brady",10000000,"Left Midfield","English first division","Burnley",9623,"left","Midfielder",582,413,15014.5769424756,61.51,22.22,24,1.155,1.565
"Robert Bauer","R. Bauer",2500000,"Centre-Back","German first division","Werder Bremen",223516,"right","Defender",429,336,11751.5125397137,45.53,52.97,2,0,0.327
"Robert Beric","R. Berič",4500000,"Centre-Forward","French first division","Saint-Étienne",85438,"right","Forward",160,119,2528.42150100331,64.3,37.37,20,8.091,1.127
"Robert Zulj","R. Zulj",1000000,"Attacking Midfield","German first division","Hoffenheim",65207,"right","Midfielder",90,68,1557.76929778423,61.95,37.78,5,0.876,0.389
"Roberto Firmino","Roberto Firmino",80000000,"Centre-Forward","English first division","Liverpool",15808,"right","Forward",1145,865,21716.6635708024,67.4,33.78,86,18.827,13.443
"Roberto Gagliardini","R. Gagliardini",20000000,"Central Midfield","Italian first division","Internazionale",241676,"right","Midfielder",1349,1175,29226.0986130233,52.16,34.71,22,2.124,2.461
"Roberto Inglese","R. Inglese",10000000,"Centre-Forward","Italian first division","Chievo",21438,"right","Forward",471,333,8828.83243343991,66.12,32.18,70,11.716,3.942
"Roberto Pereyra","R. Pereyra",10000000,"Central Midfield","English first division","Watford",20593,"right","Midfielder",682,586,14863.5356004684,60.79,28.27,32,6.409,4.617
"Roberto Rosales","R. Rosales",2500000,"Right-Back","Spanish first division","Málaga",254,"right","Defender",1475,1132,36892.3564062123,51.1,58.65,14,0.421,3.519
"Roberto Soriano","R. Soriano",7500000,"Attacking Midfield","Spanish first division","Villarreal",20623,"right","Midfielder",490,395,10131.9196401269,61.21,30.57,19,2.074,1.385
"Robin Gosens","R. Gosens",2500000,"Left Midfield","Italian first division","Atalanta",295176,"left","Defender",744,601,16036.706015308,55.54,8.05,10,3.194,3.997
"Robin Hack","R. Hack",NA,"Left Winger","German first division","Hoffenheim",373350,"right","Midfielder",16,10,401.528302970182,65.76,39.75,1,0.133,0.113
"Robin Knoche","R. Knoche",3500000,"Centre-Back","German first division","Wolfsburg",14917,"right","Defender",1336,1190,37787.6772581094,35.83,34.54,4,0.991,0.236
"Robin Koch","R. Koch",7000000,"Centre-Back","German first division","Freiburg",336829,"right","Defender",901,758,22540.7976007292,41.91,40.91,15,0.137,0.138
"Robin Quaison","R. Quaison",3500000,"Centre-Forward","German first division","Mainz 05",51013,"right","Midfielder",259,193,5402.58785572256,66.32,34.5,39,8.234,2.426
"Rodri","Rodri",25000000,"Defensive Midfield","Spanish first division","Villarreal",364860,"right","Midfielder",2338,2145,56123.9015995664,46.22,34.12,28,1.142,3.17
"Rodrigo","Rodrigo",40000000,"Centre-Forward","Spanish first division","Valencia",70129,"left","Forward",889,690,18985.0252795854,67,34.6,86,25.411,7.817
"Rodrigo Bentancur","R. Bentancur",15000000,"Central Midfield","Italian first division","Juventus",361807,"right","Midfielder",721,653,16189.0628138725,54.18,35.71,8,0.13,0.553
"Rodrigo de Paul","R. de Paul",6000000,"Central Midfield","Italian first division","Udinese",213948,"right","Midfielder",958,722,23782.5217649562,65.53,36.89,45,5.689,12.77
"Rodrigo Ely","Rodrigo Ely",6000000,"Centre-Back","Spanish first division","Deportivo Alavés",208694,"right","Defender",934,736,27638.3881243184,33.47,32.45,11,0.139,0.508
"Rodrigo Palacio","R. Palacio",NA,"Centre-Forward","Italian first division","Bologna",21296,"right","Forward",622,473,13971.7549876494,72,30.79,30,8.844,6.182
"Roger Martínez","R. Martínez",2500000,"Left Winger","Spanish first division","Villarreal",267134,"right","Forward",59,46,1252.98516357412,70.9,27.64,11,0.955,0
"Rolando","Rolando",NA,"Centre-Back","French first division","Olympique Marseille",70088,"right","Defender",1303,1183,35416.8973859951,32.36,23.18,14,0.584,0.204
"Rolando Aarons","R. Aarons",NA,"Left Winger","English first division","Newcastle United",337225,"left","Midfielder",139,102,2693.97727428095,65.99,24.36,4,0.351,0.815
"Rolando Mandragora","R. Mandragora",10000000,"Defensive Midfield","Italian first division","Crotone",302799,"left","Midfielder",1256,1029,28775.2519838745,49.51,27.34,33,2.618,1.568
"Romain Amalfitano","R. Amalfitano",2000000,"Central Midfield","French first division","Dijon",26311,"right","Midfielder",1366,1138,36042.3240069416,48.42,34.95,12,0.301,3.572
"Romain Genevois","R. Genevois",2000000,"Centre-Back","French first division","Caen",26528,"right","Defender",705,544,20022.1515045271,41.67,51.69,4,0.07,0.498
"Romain Hamouma","R. Hamouma",2500000,"Centre-Forward","French first division","Saint-Étienne",25889,"right","Forward",532,412,10743.3920943389,65.73,41.34,38,13.553,6.773
"Romain Thomas","R. Thomas",3500000,"Centre-Back","French first division","Angers",29474,"left","Defender",1130,982,31726.9568047399,34.03,21.5,14,0.19,1.402
"Romelu Lukaku","R. Lukaku",90000000,"Centre-Forward","English first division","Manchester United",7905,"left","Forward",794,588,15600.8985543654,70.32,38.43,102,25.88,10.946
"Rômulo","Rômulo",3000000,"Central Midfield","Italian first division","Hellas Verona",20935,"right","Midfielder",1349,1043,30063.5030601302,55.12,48.55,21,5.646,5.27
"Ron-Robert Zieler","R. Zieler",7000000,"Goalkeeper","German first division","Stuttgart",15032,"right","Goalkeeper",853,706,36717.8010740495,15.15,35.91,0,0,0.08
"Ronny Rodelin","R. Rodelin",5000000,"Right Winger","French first division","Caen",25715,"right","Forward",1221,907,31125.219709102,63.62,34.54,93,10.003,11.774
"Rony Lopes","Rony Lopes",28000000,"Right Winger","French first division","Monaco",135913,"left","Midfielder",777,577,16656.5066166112,68.98,36.83,64,21.057,8.838
"Roque Mesa","Roque Mesa",7000000,"Central Midfield","English first division","Swansea City",4365,"right","Midfielder",661,597,14948.5640680789,49.62,31.02,9,0.262,1.338
"Ross Barkley","R. Barkley",25000000,"Central Midfield","English first division","Chelsea",8246,"right","Midfielder",51,40,1087.77501200236,63.59,38.9,2,1.373,0.151
"Ruben Aguilar","R. Aguilar",6000000,"Right-Back","French first division","Montpellier",28335,"right","Defender",1173,923,26793.5099037618,56.78,48.29,13,1.316,6.634
"Rubén Castro","Rubén Castro",NA,"Centre-Forward","Spanish first division","Real Betis",3604,"right","Forward",54,48,952.994528840429,66.15,26.8,7,2.808,0.867
"Rubén Duarte","Rubén Duarte",2000000,"Left-Back","Spanish first division","Deportivo Alavés",225022,"left","Defender",704,504,18438.0976485599,48.3,10.91,7,0.576,3.569
"Ruben Loftus-Cheek","R. Loftus-Cheek",15000000,"Central Midfield","English first division","Crystal Palace",235555,"right","Midfielder",806,687,15639.6200441969,66.5,33.65,34,6.067,4.684
"Rubén Pardo","Rubén Pardo",1500000,"Central Midfield","Spanish first division","Real Sociedad",3677,"right","Midfielder",129,105,3008.31564562731,54.55,28.23,1,0.028,1.252
"Rubén Peña","Rubén Peña",2000000,"Right-Back","Spanish first division","Eibar",225948,"right","Midfielder",776,573,19587.6549763744,59.99,54.01,12,1.132,1.606
"Rubén Pérez","Rubén Pérez",7500000,"Defensive Midfield","Spanish first division","Leganés",4013,"right","Midfielder",1379,1112,38307.6174178052,45.29,38.08,16,0.336,1.109
"Rubén Rochina","Rubén Rochina",1500000,"Right Winger","Spanish first division","Levante",8213,"left","Midfielder",81,64,2038.45071535765,64.62,39.13,7,1.651,0.021
"Rúben Semedo","Rúben Semedo",1000000,"Centre-Back","Spanish first division","Villarreal",70956,"right","Defender",86,76,1968.06518422392,36.04,41.98,1,0,0.053
"Rubén Sobrino","Rubén Sobrino",2000000,"Centre-Forward","Spanish first division","Deportivo Alavés",134249,"right","Forward",353,274,6233.29382257901,65.61,39.46,23,7.108,2.009
"Rúben Vezo","Rúben Vezo",6000000,"Centre-Back","Spanish first division","Valencia",211853,"right","Defender",718,576,17800.7230667856,41.94,41.92,3,0.031,0.535
"Ryad Boudebouz","R. Boudebouz",8000000,"Attacking Midfield","Spanish first division","Real Betis",25461,"left","Midfielder",796,643,17015.2236451339,61.23,43.17,15,1.088,4.389
"Ryan Bertrand","R. Bertrand",20000000,"Left-Back","English first division","Southampton",7885,"left","Defender",1559,1238,34319.0215996932,57.3,8.92,19,2.892,5.214
"Ryan Fraser","R. Fraser",6000000,"Left Winger","English first division","AFC Bournemouth",62224,"right","Midfielder",861,666,19712.1858299214,63.4,36.19,30,3.422,4.422
"Ryan Kent","R. Kent",1500000,"Left Winger","German first division","Freiburg",343729,"right","Midfielder",61,42,1419.57384631293,70,39.65,8,1.183,0.583
"Ryan Shawcross","R. Shawcross",10000000,"Centre-Back","English first division","Stoke City",8731,"right","Defender",595,451,15867.433860856,35.97,40.99,19,3.138,0.196
"Ryder Matos","Ryder Matos",1300000,"Second Striker","Italian first division","Udinese",20949,"right","Forward",294,239,5516.13629535752,66.43,33.17,16,1.497,1.687
"Sadio Mané","S. Mané",70000000,"Left Winger","English first division","Liverpool",25747,"right","Forward",1019,833,21571.6050990342,69.25,23.14,69,21.551,10.434
"Saido Berahino","S. Berahino",8000000,"Centre-Forward","English first division","Stoke City",9532,"right","Forward",86,65,1804.80175676433,72.96,34.92,8,1.967,0.737
"Saidy Janko","S. Janko",3000000,"Right-Back","French first division","Saint-Étienne",278867,"right","Defender",584,450,12387.3987278201,56.21,54.75,5,0.144,0.504
"Salif Sané","S. Sané",18000000,"Centre-Back","German first division","Hannover 96",26115,"right","Defender",1671,1462,46344.2195035696,35.65,34.62,26,0.263,0.403
"Salih Özcan","S. Özcan",3500000,"Defensive Midfield","German first division","Köln",356903,"right","Midfielder",816,682,17337.0100412879,51.78,31.99,15,0.897,2.025
"Saliou Ciss","S. Ciss",NA,"Left-Back","French first division","Angers",54313,"left","Defender",57,44,1256.46697054222,54.26,9.82,1,0.018,0
"Salomon Kalou","S. Kalou",3500000,"Left Winger","German first division","Hertha BSC",7904,"right","Forward",596,439,11790.4295401625,61.52,23.06,46,12.942,3.036
"Salomón Rondón","S. Rondón",13000000,"Centre-Forward","English first division","West Bromwich Albion",3577,"right","Forward",673,487,12627.6659831311,65.64,30.42,77,11.586,4.064
"Sam Byram","S. Byram",4000000,"Right-Back","English first division","West Ham United",224206,"right","Defender",86,57,2163.05055282377,60.3,58.69,3,0.558,0.302
"Sam Clucas","S. Clucas",8000000,"Central Midfield","English first division","Swansea City",10252,"left","Midfielder",763,646,17485.9229572081,54.07,25.46,20,3.793,1.345
"Sam Field","S. Field",1500000,"Defensive Midfield","English first division","West Bromwich Albion",434159,"left","Midfielder",160,124,3586.70317524648,55.27,22.37,5,1.189,0.319
"Sam McQueen","S. McQueen",1000000,"Left-Back","English first division","Southampton",297733,"left","Midfielder",63,50,1291.87639707626,50.83,8.36,1,0.054,0.238
"Sam Vokes","S. Vokes",6000000,"Centre-Forward","English first division","Burnley",9127,"right","Forward",175,122,3173.41630694326,65.14,32.51,32,2.09,2.303
"Samu Castillejo","Samu Castillejo",15000000,"Right Winger","Spanish first division","Villarreal",134174,"left","Midfielder",869,700,20030.4569481047,61.03,46.77,53,7.931,6.194
"Samu García","Samu García",1000000,"Right Winger","Spanish first division","Levante",275293,"right","Midfielder",118,79,2257.50646657194,62.47,38.61,2,0.352,0.454
"Samuel Armenteros","S. Armenteros",1500000,"Centre-Forward","Italian first division","Benevento",658,"left","Forward",66,53,1039.35614501917,63.26,36.87,4,0.618,0.029
"Samuel Bastien","S. Bastien",2500000,"Central Midfield","Italian first division","Chievo",278813,"right","Midfielder",462,400,9912.3814123264,56.3,41.82,14,1.656,0.477
"Samuel Grandsir","S. Grandsir",5000000,"Right Winger","French first division","Troyes",295761,"right","Forward",895,672,20034.9075552062,62.41,37.34,46,9.079,7.604
"Samuel Moutoussamy","S. Moutoussamy",NA,"Central Midfield","French first division","Nantes",299154,"left","Midfielder",133,116,3098.15753455647,60.09,26.77,5,0.441,0.488
"Samuel Souprayen","S. Souprayen",NA,"Centre-Back","Italian first division","Hellas Verona",26373,"left","Defender",693,581,16016.6907587641,42.65,11.64,5,0.161,0.593
"Sandro Ramírez","Sandro",10000000,"Centre-Forward","English first division","Everton",5911,"right","Forward",317,255,6570.39708560837,67.15,30.08,33,4.523,3.287
"Sandro Ramírez","Sandro",10000000,"Centre-Forward","English first division","Everton",8291,"right","Midfielder",687,617,15604.57087637,44.21,36.63,15,4.523,3.287
"Sandro Wagner","S. Wagner",12000000,"Centre-Forward","German first division","Hoffenheim",15085,"right","Forward",419,316,8450.03424954956,62.81,30.75,49,16.538,3.441
"Sanjin Prcic","S. Prcić",2500000,"Central Midfield","French first division","Rennes",25470,"right","Midfielder",876,788,22520.334781201,51.01,35.34,17,0.694,0.377
"Santi Mina","Santi Mina",20000000,"Centre-Forward","Spanish first division","Valencia",250885,"right","Forward",432,350,8834.70683608629,66.32,28.26,41,12.314,4.082
"Santy Ngom","S. Ngom",NA,"Centre-Forward","French first division","Nantes",28073,"right","Forward",140,109,2741.69526743582,63,36.92,9,1.638,0.997
"Saphir Taïder","S. Taïder",3000000,"Central Midfield","Italian first division","Bologna",20690,"right","Midfielder",204,184,4978.33891743926,54.51,38.7,4,0.307,0.574
"Saúl Ñíguez","Saúl",70000000,"Central Midfield","Spanish first division","Atlético Madrid",4488,"left","Midfielder",1647,1395,34234.7400006666,53.29,28.52,49,4.015,6.417
"Scott Arfield","S. Arfield",3000000,"Central Midfield","English first division","Burnley",11294,"right","Midfielder",347,247,7211.82300279195,57.84,17.2,18,2.673,0.681
"Scott Dann","S. Dann",5000000,"Centre-Back","English first division","Crystal Palace",8186,"right","Defender",543,451,15374.9569726042,36.66,31.98,14,1.061,0.196
"Scott Malone","S. Malone",3000000,"Left-Back","English first division","Huddersfield Town",9280,"left","Defender",510,367,13793.4750292136,53.48,10.06,8,1.131,0.943
"Scott McTominay","S. McTominay",7000000,"Defensive Midfield","English first division","Manchester United",397174,"right","Midfielder",337,300,7948.60214930572,57.17,41.66,1,0.072,0.072
"Sead Kolasinac","S. Kolašinac",18000000,"Left-Back","English first division","Arsenal",14869,"left","Defender",1251,1041,26635.4349569382,58.22,9.84,19,3.382,7.971
"Seamus Coleman","S. Coleman",12000000,"Right-Back","English first division","Everton",8240,"right","Defender",483,356,11519.9952142427,55.34,59.09,5,1.96,1.559
"Sebastián Cristóforo","S. Cristóforo",1800000,"Central Midfield","Italian first division","Fiorentina",116170,"right","Midfielder",184,159,3958.53919447929,49.19,32.15,1,0.041,1.088
"Sebastian Langkamp","S. Langkamp",2500000,"Centre-Back","German first division","Hertha BSC",15771,"right","Defender",728,645,20208.9754649525,36.62,42.35,6,1.159,0
"Sebastian Maier","S. Maier",NA,"Attacking Midfield","German first division","Hannover 96",15225,"right","Midfielder",115,87,2464.38327181206,50.99,32.04,6,0.152,0.123
"Sebastian Prödl","S. Prödl",4000000,"Centre-Back","English first division","Watford",14688,"right","Defender",628,526,17297.8117222103,34.94,41.57,7,0.157,0.642
"Sebastian Rudy","S. Rudy",15000000,"Defensive Midfield","German first division","Bayern München",15811,"right","Midfielder",1030,923,23526.3593538345,53.73,36.07,18,2.104,1.126
"Sébastien Corchia","S. Corchia",4000000,"Right-Back","Spanish first division","Sevilla",25452,"right","Defender",308,247,7034.07041585775,58.3,58.75,4,0.447,1.069
"Sebastien De Maio","S. De Maio",1400000,"Centre-Back","Italian first division","Bologna",20707,"right","Defender",1061,894,29699.4342163476,38.15,39.93,5,0.131,0.369
"Sébastien Haller","S. Haller",12000000,"Centre-Forward","German first division","Eintracht Frankfurt",25512,"right","Forward",561,425,10430.1226632364,66.72,33.97,35,8.595,6.35
"Sejad Salihovic","S. Salihović",NA,"Central Midfield","German first division","Hamburger SV",15812,"left","Midfielder",199,160,4787.26388739292,59.02,33.84,8,0.304,0.284
"Seko Fofana","S. Fofana",9500000,"Central Midfield","Italian first division","Udinese",134508,"right","Midfielder",892,758,20838.7335420548,53.82,36.38,37,2.995,1.794
"Senad Lulic","S. Lulić",6500000,"Left Midfield","Italian first division","Lazio",20561,"right","Midfielder",1254,973,33535.5897781908,55.18,14.24,15,2.594,7.794
"Senna Miangue","S. Miangue",1500000,"Left-Back","Italian first division","Cagliari",402898,"left","Defender",301,216,7642.49813776783,57.88,7.32,3,0.035,1.013
"Serge Aurier","S. Aurier",20000000,"Right-Back","English first division","Tottenham Hotspur",25785,"right","Defender",816,647,18017.6143417256,59.64,55.35,15,1.362,5.285
"Serge Gnabry","S. Gnabry",20000000,"Right Winger","German first division","Hoffenheim",134397,"right","Midfielder",483,377,9869.81245294612,64.74,30.82,46,9.882,6.699
"Sergi Darder","Sergi Darder",11000000,"Central Midfield","French first division","Olympique Lyonnais",3803,"right","Midfielder",1520,1271,36482.2744994116,51.68,34.76,25,1.765,3.138
"Sergi Enrich","Sergi Enrich",3000000,"Centre-Forward","Spanish first division","Eibar",4048,"right","Forward",348,267,6365.00798625778,67.26,32.25,24,4.243,3.143
