"row_id","player_name","marketval","position_tm","competition","team","Name.Wyscout"
"1811","Patrik Schick",20000000,"Centre-Forward","Italian first division","Roma","P. Schick"
"1812","Pau López",5000000,"Goalkeeper","Spanish first division","Espanyol","Pau López"
"1813","Pau Torres",NA,"Centre-Back","Spanish first division","Villarreal","Pau Torres"
"1814","Paul Baysse",2500000,"Centre-Back","French first division","Bordeaux","P. Baysse"
"1815","Paul Dummett",3500000,"Left-Back","English first division","Newcastle United","P. Dummett"
"1816","Paul Jaeckel",NA,"Centre-Back","German first division","Wolfsburg","P. Jaeckel"
"1817","Paul Lasne",2500000,"Defensive Midfield","French first division","Montpellier","P. Lasne"
"1818","Paul Pogba",90000000,"Central Midfield","English first division","Manchester United","P. Pogba"
"1819","Paul Verhaegh",1000000,"Right-Back","German first division","Wolfsburg","P. Verhaegh"
"1820","Paul-Georges Ntep",4000000,"Left Winger","French first division","Saint-Étienne","P. Ntep"
"1821","Paulinho",40000000,"Central Midfield","Spanish first division","Barcelona","Paulinho"
"1822","Paulo Dybala",110000000,"Second Striker","Italian first division","Juventus","P. Dybala"
"1823","Paulo Gazzaniga",1000000,"Goalkeeper","English first division","Tottenham Hotspur","P. Gazzaniga"
"1824","Paulo Oliveira",3000000,"Centre-Back","Spanish first division","Eibar","Paulo Oliveira"
"1825","Pawel Jaroszynski",NA,"Left Midfield","Italian first division","Chievo","P. Jaroszyński"
"1826","Pawel Olkowski",1000000,"Right Midfield","German first division","Köln","P. Olkowski"
"1827","Pedro",25000000,"Right Winger","English first division","Chelsea","Pedro"
"1828","Pedro Alcalá",NA,"Centre-Back","Spanish first division","Girona","Pedro Alcalá"
"1829","Pedro Bigas",1500000,"Centre-Back","Spanish first division","Las Palmas","Bigas"
"1830","Pedro León",2000000,"Right Winger","Spanish first division","Eibar","Pedro León"
"1831","Pedro López",NA,"Goalkeeper","Spanish first division","Levante","Pedro López"
"1832","Pedro Mendes",3500000,"Centre-Back","French first division","Montpellier","Pedro Mendes"
"1833","Pedro Mosquera",2000000,"Central Midfield","Spanish first division","Deportivo La Coruña","Pedro Mosquera"
"1834","Pedro Obiang",8000000,"Central Midfield","English first division","West Ham United","Pedro Obiang"
"1835","Pedro Pereira",2000000,"Right-Back","Italian first division","Genoa","Pedro Pereira"
"1836","Pedro Rebocho",1500000,"Left-Back","French first division","Guingamp","Pedro Rebocho"
"1837","Pepe Reina",1000000,"Goalkeeper","Italian first division","Napoli","Pepe Reina"
"1838","Per Ciljan Skjelbred",4000000,"Central Midfield","German first division","Hertha BSC","P. Skjelbred"
"1839","Per Mertesacker",1000000,"Centre-Back","English first division","Arsenal","P. Mertesacker"
"1840","Pere Pons",5000000,"Defensive Midfield","Spanish first division","Girona","Pere Pons"
"1841","Perparim Hetemaj",3500000,"Central Midfield","Italian first division","Chievo","P. Hetemaj"
"1842","Petar Brlek",1500000,"Central Midfield","Italian first division","Genoa","P. Brlek"
"1843","Peter Crouch",1000000,"Centre-Forward","English first division","Stoke City","P. Crouch"
"1844","Peter Etebo",1500000,"Central Midfield","Spanish first division","Las Palmas","O. Etebo"
"1845","Péter Gulácsi",8000000,"Goalkeeper","German first division","RB Leipzig","P. Gulácsi"
"1846","Petr Cech",3000000,"Goalkeeper","English first division","Arsenal","P. Čech"
"1847","Phil Bardsley",1500000,"Right-Back","English first division","Burnley","P. Bardsley"
"1848","Phil Foden",7000000,"Left Winger","English first division","Manchester City","P. Foden"
"1849","Phil Jagielka",1500000,"Centre-Back","English first division","Everton","P. Jagielka"
"1850","Phil Jones",20000000,"Centre-Back","English first division","Manchester United","P. Jones"
"1851","Philip Billing",2500000,"Central Midfield","English first division","Huddersfield Town","P. Billing"
"1852","Philipp Bargfrede",2000000,"Defensive Midfield","German first division","Werder Bremen","P. Bargfrede"
"1853","Philipp Lienhart",2500000,"Centre-Back","German first division","Freiburg","P. Lienhart"
"1854","Philipp Max",15000000,"Left-Back","German first division","Augsburg","P. Max"
"1855","Philipp Ochs",NA,"Left Winger","German first division","Hoffenheim","P. Ochs"
"1856","Philipp Tschauner",1500000,"Goalkeeper","German first division","Hannover 96","P. Tschauner"
"1857","Philippe Coutinho",100000000,"Left Winger","English first division","Liverpool","Philippe Coutinho"
"1858","Pierluigi Gollini",3500000,"Goalkeeper","Italian first division","Atalanta","P. Gollini"
"1859","Pierre Lees-Melou",8000000,"Defensive Midfield","French first division","Nice","P. Lees Melou"
"1860","Pierre-Emerick Aubameyang",75000000,"Centre-Forward","English first division","Arsenal","P. Aubameyang"
"1861","Pierre-Emile Höjbjerg",10000000,"Central Midfield","English first division","Southampton","P. Højbjerg"
"1862","Pierrick Capelle",1000000,"Left Midfield","French first division","Angers","P. Capelle"
"1863","Pietro Iemmello",2000000,"Centre-Forward","Italian first division","Benevento","P. Iemmello"
"1864","Pietro Pellegri",8000000,"Centre-Forward","French first division","Monaco","P. Pellegri"
"1865","Pione Sisto",15000000,"Left Winger","Spanish first division","Celta de Vigo","P. Sisto"
"1866","Pirmin Schwegler",3000000,"Defensive Midfield","German first division","Hannover 96","P. Schwegler"
"1867","Pol Lirola",7500000,"Right-Back","Italian first division","Sassuolo","Pol Lirola"
"1868","Portu",10000000,"Right Winger","Spanish first division","Girona","Portu"
"1869","Préjuce Nakoulma",2500000,"Centre-Forward","French first division","Nantes","P. Nakoulma"
"1870","Presnel Kimpembe",30000000,"Centre-Back","French first division","PSG","P. Kimpembe"
"1871","Prince Gouano",3000000,"Centre-Back","French first division","Amiens SC","P. Gouano"
"1872","Prince Oniangué",1500000,"Defensive Midfield","French first division","Angers","P. Oniangué"
"1873","Przemyslaw Tyton",NA,"Goalkeeper","Spanish first division","Deportivo La Coruña","P. Tytoń"
"1874","Quentin Beunardeau",NA,"Goalkeeper","French first division","Metz","Q. Beunardeau"
"1875","Quentin Boisgard",NA,"Attacking Midfield","French first division","Toulouse","Q. Boisgard"
"1876","Quentin Cornette",NA,"Right Winger","French first division","Amiens SC","Q. Cornette"
"1877","Rachid Ghezzal",4000000,"Right Winger","French first division","Monaco","R. Ghezzal"
"1878","Racine Coly",2500000,"Left-Back","French first division","Nice","R. Coly"
"1879","Radamel Falcao",12000000,"Centre-Forward","French first division","Monaco","R. Falcao"
"1880","Rafa Navarro",NA,"Right-Back","Spanish first division","Real Betis","Rafa Navarro"
"1881","Rafael",NA,"Goalkeeper","French first division","Olympique Lyonnais","Rafael"
"1882","Rafael Tolói",11000000,"Centre-Back","Italian first division","Atalanta","Rafael Tolói"
"1883","Rafal Gikiewicz",NA,"Goalkeeper","German first division","Freiburg","R. Gikiewicz"
"1884","Raffael",4000000,"Second Striker","German first division","Borussia M'gladbach","Raffael"
"1885","Raffaele Palladino",NA,"Left Winger","Italian first division","Genoa","R. Palladino"
"1886","Rafik Zekhnini",1000000,"Left Winger","Italian first division","Fiorentina","R. Zekhnini"
"1887","Rafinha",28000000,"Attacking Midfield","German first division","Bayern München","Rafinha"
"1888","Ragnar Klavan",3500000,"Centre-Back","English first division","Liverpool","R. Klavan"
"1889","Raheem Sterling",90000000,"Left Winger","English first division","Manchester City","R. Sterling"
"1890","Raïs M'Bolhi",NA,"Goalkeeper","French first division","Rennes","R. M'Bolhi"
"1891","Rajiv van La Parra",4000000,"Left Winger","English first division","Huddersfield Town","R. van La Parra"
"1892","Ralf Fährmann",13000000,"Goalkeeper","German first division","Schalke 04","R. Fährmann"
"1893","Ramadan Sobhi",7000000,"Left Winger","English first division","Stoke City","Ramadan Sobhi"
"1894","Raman Chibsah",1500000,"Central Midfield","Italian first division","Benevento","R. Chibsah"
"1895","Ramazan Özcan",NA,"Goalkeeper","German first division","Bayer Leverkusen","R. Özcan"
"1896","Ramiro Funes Mori",10000000,"Centre-Back","English first division","Everton","Ramiro Funes Mori"
"1897","Ramiro Guerra",NA,"Central Midfield","Spanish first division","Villarreal","R. Guerra"
"1898","Ramy Bensebaini",8000000,"Left-Back","French first division","Rennes","R. Bensebaini"
"1899","Rani Khedira",3500000,"Defensive Midfield","German first division","Augsburg","R. Khedira"
"1900","Raphael Framberger",NA,"Right-Back","German first division","Augsburg","R. Framberger"
"1901","Raphaël Varane",70000000,"Centre-Back","Spanish first division","Real Madrid","R. Varane"
"1902","Raúl Albentosa",1500000,"Centre-Back","Spanish first division","Deportivo La Coruña","Albentosa"
"1903","Raúl Albiol",8000000,"Centre-Back","Italian first division","Napoli","Albiol"
"1904","Raúl Bobadilla",1750000,"Centre-Forward","German first division","Borussia M'gladbach","R. Bobadilla"
"1905","Raúl Fernández",1000000,"Goalkeeper","Spanish first division","Levante","Raúl Fernández"
"1906","Raúl García",9000000,"Centre-Forward","Spanish first division","Athletic Club","Raúl García"
"1907","Raúl Lizoain",NA,"Goalkeeper","Spanish first division","Las Palmas","Raúl Lizoáin"
"1908","Raúl Navas",3000000,"Centre-Back","Spanish first division","Real Sociedad","Raúl Navas"
"1909","Rayan Souici",NA,"Defensive Midfield","French first division","Saint-Étienne","R. Souici"
"1910","Recio",2000000,"Central Midfield","Spanish first division","Málaga","Recio"
"1911","Reece Oxford",5000000,"Centre-Back","English first division","West Ham United","R. Oxford"
"1912","Régis Gurtner",3000000,"Goalkeeper","French first division","Amiens SC","R. Gurtner"
"1913","Reiss Nelson",NA,"Right Winger","English first division","Arsenal","R. Nelson"
"1914","Rekeem Harper",NA,"Central Midfield","English first division","West Bromwich Albion","R. Harper"
"1915","Rémi Walter",3000000,"Central Midfield","French first division","Nice","R. Walter"
"1916","Remo Freuler",14000000,"Central Midfield","Italian first division","Atalanta","R. Freuler"
"1917","Rémy Cabella",9000000,"Attacking Midfield","French first division","Olympique Marseille","R. Cabella"
"1918","Rémy Vercoutre",NA,"Goalkeeper","French first division","Caen","R. Vercoutre"
"1919","Renato Sanches",20000000,"Central Midfield","English first division","Swansea City","Renato Sanches"
"1920","Renato Steffen",3500000,"Right Winger","German first division","Wolfsburg","R. Steffen"
"1921","Renaud Cohade",1000000,"Central Midfield","French first division","Metz","R. Cohade"
"1922","René Adler",1000000,"Goalkeeper","German first division","Mainz 05","R. Adler"
"1923","Rene Krhin",1500000,"Defensive Midfield","French first division","Nantes","R. Krhin"
"1924","Ricardo Álvarez",1800000,"Central Midfield","Italian first division","Sampdoria","R. Álvarez"
"1925","Ricardo Centurión",5000000,"Left Winger","Italian first division","Genoa","R. Centurión"
"1926","Riccardo Meggiorini",NA,"Centre-Forward","Italian first division","Chievo","R. Meggiorini"
"1927","Riccardo Montolivo",1500000,"Defensive Midfield","Italian first division","Milan","R. Montolivo"
"1928","Riccardo Orsolini",3500000,"Right Winger","Italian first division","Atalanta","R. Orsolini"
"1929","Riccardo Saponara",9000000,"Attacking Midfield","Italian first division","Fiorentina","R. Saponara"
"1930","Richarlison",25000000,"Centre-Forward","English first division","Watford","Richarlison"
"1931","Richie Towell",NA,"Central Midfield","English first division","Brighton & Hove Albion","B. Kayal"
"1932","Rick Karsdorp",9000000,"Right-Back","Italian first division","Roma","R. Karsdorp"
"1933","Rick van Drongelen",3000000,"Centre-Back","German first division","Hamburger SV","R. van Drongelen"
"1934","Ridle Baku",NA,"Right-Back","German first division","Mainz 05","R. Baku"
"1935","Riechedly Bazoer",3000000,"Central Midfield","German first division","Wolfsburg","R. Bazoer"
"1936","Riyad Mahrez",50000000,"Right Winger","English first division","Leicester City","R. Mahrez"
"1937","Riza Durmisi",5000000,"Left-Back","Spanish first division","Real Betis","R. Durmisi"
"1938","Rob Elliot",1500000,"Goalkeeper","English first division","Newcastle United","R. Elliot"
"1939","Rob Holding",7000000,"Centre-Back","English first division","Arsenal","R. Holding"
"1940","Robbie Brady",10000000,"Left Midfield","English first division","Burnley","R. Brady"
"1941","Rober Pier",2000000,"Centre-Back","Spanish first division","Levante","Rober"
"1942","Robert Bauer",2500000,"Centre-Back","German first division","Werder Bremen","R. Bauer"
"1943","Robert Beric",4500000,"Centre-Forward","French first division","Saint-Étienne","R. Berič"
"1944","Robert Mazan",NA,"Left-Back","Spanish first division","Celta de Vigo","R. Mazáň"
"1945","Robert Zulj",1000000,"Attacking Midfield","German first division","Hoffenheim","R. Zulj"
"1946","Roberto",2000000,"Goalkeeper","Spanish first division","Málaga","Roberto"
"1947","Roberto Firmino",80000000,"Centre-Forward","English first division","Liverpool","Roberto Firmino"
"1948","Roberto Gagliardini",20000000,"Central Midfield","Italian first division","Internazionale","R. Gagliardini"
"1949","Roberto Inglese",10000000,"Centre-Forward","Italian first division","Chievo","R. Inglese"
"1950","Roberto Pereyra",10000000,"Central Midfield","English first division","Watford","R. Pereyra"
"1951","Roberto Rosales",2500000,"Right-Back","Spanish first division","Málaga","R. Rosales"
"1952","Roberto Soriano",7500000,"Attacking Midfield","Spanish first division","Villarreal","R. Soriano"
"1953","Robin Gosens",2500000,"Left Midfield","Italian first division","Atalanta","R. Gosens"
"1954","Robin Hack",NA,"Left Winger","German first division","Hoffenheim","R. Hack"
"1955","Robin Knoche",3500000,"Centre-Back","German first division","Wolfsburg","R. Knoche"
"1956","Robin Koch",7000000,"Centre-Back","German first division","Freiburg","R. Koch"
"1957","Robin Quaison",3500000,"Centre-Forward","German first division","Mainz 05","R. Quaison"
"1958","Robin Zentner",NA,"Goalkeeper","German first division","Mainz 05","R. Zentner"
"1959","Rodri",25000000,"Defensive Midfield","Spanish first division","Villarreal","Rodri"
"1960","Rodrigo",40000000,"Centre-Forward","Spanish first division","Valencia","Rodrigo"
"1961","Rodrigo Bentancur",15000000,"Central Midfield","Italian first division","Juventus","R. Bentancur"
"1962","Rodrigo de Paul",6000000,"Central Midfield","Italian first division","Udinese","R. de Paul"
"1963","Rodrigo Ely",6000000,"Centre-Back","Spanish first division","Deportivo Alavés","Rodrigo Ely"
"1964","Rodrigo Palacio",NA,"Centre-Forward","Italian first division","Bologna","R. Palacio"
"1965","Roger Martí",2000000,"Centre-Forward","Spanish first division","Levante","Roger"
"1966","Roger Martínez",2500000,"Left Winger","Spanish first division","Villarreal","R. Martínez"
"1967","Rogério",2000000,"Left-Back","Italian first division","Sassuolo","Rogério"
"1968","Rolando",NA,"Centre-Back","French first division","Olympique Marseille","Rolando"
"1969","Rolando Aarons",NA,"Left Winger","English first division","Newcastle United","R. Aarons"
"1970","Rolando Mandragora",10000000,"Defensive Midfield","Italian first division","Crotone","R. Mandragora"
"1971","Romain Amalfitano",2000000,"Central Midfield","French first division","Dijon","R. Amalfitano"
"1972","Romain Danzé",NA,"Right-Back","French first division","Rennes","R. Danzé"
"1973","Romain Genevois",2000000,"Centre-Back","French first division","Caen","R. Genevois"
"1974","Romain Hamouma",2500000,"Centre-Forward","French first division","Saint-Étienne","R. Hamouma"
"1975","Romain Perraud",NA,"Left-Back","French first division","Nice","R. Perraud"
"1976","Romain Thomas",3500000,"Centre-Back","French first division","Angers","R. Thomas"
"1977","Roman Bürki",7000000,"Goalkeeper","German first division","Borussia Dortmund","R. Bürki"
"1978","Roman Weidenfeller",NA,"Goalkeeper","German first division","Borussia Dortmund","R. Weidenfeller"
"1979","Romelu Lukaku",90000000,"Centre-Forward","English first division","Manchester United","R. Lukaku"
"1980","Rominigue Kouamé",NA,"Central Midfield","French first division","Lille","R. Kouamé"
"1981","Rômulo",3000000,"Central Midfield","Italian first division","Hellas Verona","Rômulo"
"1982","Ron-Robert Zieler",7000000,"Goalkeeper","German first division","Stuttgart","R. Zieler"
"1983","Ronaël Pierre-Gabriel",4000000,"Right-Back","French first division","Saint-Étienne","R. Pierre-Gabriel"
"1984","Ronny Rodelin",5000000,"Right Winger","French first division","Caen","R. Rodelin"
"1985","Rony Lopes",28000000,"Right Winger","French first division","Monaco","Rony Lopes"
"1986","Roque Mesa",7000000,"Central Midfield","English first division","Swansea City","Roque Mesa"
"1987","Ross Barkley",25000000,"Central Midfield","English first division","Chelsea","R. Barkley"
"1988","Ruben Aguilar",6000000,"Right-Back","French first division","Montpellier","R. Aguilar"
"1989","Rubén Blanco",3000000,"Goalkeeper","Spanish first division","Celta de Vigo","Rubén Blanco"
"1990","Rubén Castro",NA,"Centre-Forward","Spanish first division","Real Betis","Rubén Castro"
"1991","Rubén Duarte",2000000,"Left-Back","Spanish first division","Deportivo Alavés","Rubén Duarte"
"1992","Ruben Loftus-Cheek",15000000,"Central Midfield","English first division","Crystal Palace","R. Loftus-Cheek"
"1993","Rubén Martínez",NA,"Goalkeeper","Spanish first division","Deportivo La Coruña","Rubén"
"1994","Rubén Pardo",1500000,"Central Midfield","Spanish first division","Real Sociedad","Rubén Pardo"
"1995","Rubén Peña",2000000,"Right-Back","Spanish first division","Eibar","Rubén Peña"
"1996","Rubén Pérez",7500000,"Defensive Midfield","Spanish first division","Leganés","Rubén Pérez"
"1997","Rubén Rochina",1500000,"Right Winger","Spanish first division","Levante","Rubén Rochina"
"1998","Rúben Semedo",1000000,"Centre-Back","Spanish first division","Villarreal","Rúben Semedo"
"1999","Rubén Sobrino",2000000,"Centre-Forward","Spanish first division","Deportivo Alavés","Rubén Sobrino"
"2000","Rúben Vezo",6000000,"Centre-Back","Spanish first division","Valencia","Rúben Vezo"
"2001","Rune Jarstein",2500000,"Goalkeeper","German first division","Hertha BSC","R. Jarstein"
"2002","Ryad Boudebouz",8000000,"Attacking Midfield","Spanish first division","Real Betis","R. Boudebouz"
"2003","Ryan Bertrand",20000000,"Left-Back","English first division","Southampton","R. Bertrand"
"2004","Ryan Fraser",6000000,"Left Winger","English first division","AFC Bournemouth","R. Fraser"
"2005","Ryan Kent",1500000,"Left Winger","German first division","Freiburg","R. Kent"
"2006","Ryan Shawcross",10000000,"Centre-Back","English first division","Stoke City","R. Shawcross"
"2007","Ryder Matos",1300000,"Second Striker","Italian first division","Udinese","Ryder Matos"
"2008","Sabin Merino",1500000,"Centre-Forward","Spanish first division","Athletic Club","Sabin Merino"
"2009","Sadio Mané",70000000,"Left Winger","English first division","Liverpool","S. Mané"
"2010","Saido Berahino",8000000,"Centre-Forward","English first division","Stoke City","S. Berahino"
"2011","Saidy Janko",3000000,"Right-Back","French first division","Saint-Étienne","S. Janko"
"2012","Saîf-Eddine Khaoui",5000000,"Attacking Midfield","French first division","Troyes","S. Khaoui"
"2013","Salem Al-Dawsari",NA,"Left Winger","Spanish first division","Villarreal","Salem Al Dawsari"
"2014","Salif Sané",18000000,"Centre-Back","German first division","Hannover 96","S. Sané"
"2015","Salih Özcan",3500000,"Defensive Midfield","German first division","Köln","S. Özcan"
"2016","Saliou Ciss",NA,"Left-Back","French first division","Angers","S. Ciss"
"2017","Salomon Kalou",3500000,"Left Winger","German first division","Hertha BSC","S. Kalou"
"2018","Salomón Rondón",13000000,"Centre-Forward","English first division","West Bromwich Albion","S. Rondón"
"2019","Sam Baldock",3000000,"Centre-Forward","English first division","Brighton & Hove Albion","S. Baldock"
"2020","Sam Byram",4000000,"Right-Back","English first division","West Ham United","S. Byram"
"2021","Sam Clucas",8000000,"Central Midfield","English first division","Swansea City","S. Clucas"
"2022","Sam Field",1500000,"Defensive Midfield","English first division","West Bromwich Albion","S. Field"
"2023","Sam McQueen",1000000,"Left-Back","English first division","Southampton","S. McQueen"
"2024","Sam Vokes",6000000,"Centre-Forward","English first division","Burnley","S. Vokes"
"2025","Samir Handanovic",8500000,"Goalkeeper","Italian first division","Internazionale","S. Handanovič"
"2026","Samu Castillejo",15000000,"Right Winger","Spanish first division","Villarreal","Samu Castillejo"
"2027","Samu García",1000000,"Right Winger","Spanish first division","Levante","Samu García"
"2028","Samuel Armenteros",1500000,"Centre-Forward","Italian first division","Benevento","S. Armenteros"
"2029","Samuel Bastien",2500000,"Central Midfield","Italian first division","Chievo","S. Bastien"
"2030","Samuel Grandsir",5000000,"Right Winger","French first division","Troyes","S. Grandsir"
"2031","Samuel Gustafson",NA,"Defensive Midfield","Italian first division","Torino","S. Gustafson"
"2032","Samuel Moutoussamy",NA,"Central Midfield","French first division","Nantes","S. Moutoussamy"
"2033","Samuel Souprayen",NA,"Centre-Back","Italian first division","Hellas Verona","S. Souprayen"
"2034","Sandro Ramírez",10000000,"Centre-Forward","English first division","Everton","Sandro"
"2035","Sandro Wagner",12000000,"Centre-Forward","German first division","Hoffenheim","S. Wagner"
"2036","Sanjin Prcic",2500000,"Central Midfield","French first division","Rennes","S. Prcić"
"2037","Santi Mina",20000000,"Centre-Forward","Spanish first division","Valencia","Santi Mina"
"2038","Santiago Ascacíbar",18000000,"Defensive Midfield","German first division","Stuttgart","S. Ascacíbar"
"2039","Santiago Gentiletti",NA,"Centre-Back","Italian first division","Genoa","S. Gentiletti"
"2040","Santy Ngom",NA,"Centre-Forward","French first division","Nantes","S. Ngom"
"2041","Saphir Taïder",3000000,"Central Midfield","Italian first division","Bologna","S. Taïder"
"2042","Saúl Ñíguez",70000000,"Central Midfield","Spanish first division","Atlético Madrid","Saúl"
"2043","Sauli Väisänen",NA,"Centre-Back","Italian first division","SPAL","S. Väisänen"
"2044","Scott Arfield",3000000,"Central Midfield","English first division","Burnley","S. Arfield"
"2045","Scott Dann",5000000,"Centre-Back","English first division","Crystal Palace","S. Dann"
"2046","Scott Malone",3000000,"Left-Back","English first division","Huddersfield Town","S. Malone"
"2047","Scott McTominay",7000000,"Defensive Midfield","English first division","Manchester United","S. McTominay"
"2048","Sead Kolasinac",18000000,"Left-Back","English first division","Arsenal","S. Kolašinac"
"2049","Seamus Coleman",12000000,"Right-Back","English first division","Everton","S. Coleman"
"2050","Sebastián Cristóforo",1800000,"Central Midfield","Italian first division","Fiorentina","S. Cristóforo"
"2051","Sebastian Jung",NA,"Right-Back","German first division","Wolfsburg","S. Jung"
"2052","Sebastian Langkamp",2500000,"Centre-Back","German first division","Hertha BSC","S. Langkamp"
"2053","Sebastian Maier",NA,"Attacking Midfield","German first division","Hannover 96","S. Maier"
"2054","Sebastian Prödl",4000000,"Centre-Back","English first division","Watford","S. Prödl"
"2055","Sebastian Rudy",15000000,"Defensive Midfield","German first division","Bayern München","S. Rudy"
"2056","Sébastien Corchia",4000000,"Right-Back","Spanish first division","Sevilla","S. Corchia"
"2057","Sebastien De Maio",1400000,"Centre-Back","Italian first division","Bologna","S. De Maio"
"2058","Sébastien Haller",12000000,"Centre-Forward","German first division","Eintracht Frankfurt","S. Haller"
"2059","Sejad Salihovic",NA,"Central Midfield","German first division","Hamburger SV","S. Salihović"
"2060","Seko Fofana",9500000,"Central Midfield","Italian first division","Udinese","S. Fofana"
"2061","Sekou Baradji",NA,"Defensive Midfield","French first division","Amiens SC","S. Baradji"
"2062","Senad Lulic",6500000,"Left Midfield","Italian first division","Lazio","S. Lulić"
"2063","Senna Miangue",1500000,"Left-Back","Italian first division","Cagliari","S. Miangue"
"2064","Serge Aurier",20000000,"Right-Back","English first division","Tottenham Hotspur","S. Aurier"
"2065","Serge Gakpé",NA,"Right Winger","French first division","Amiens SC","S. Gakpé"
"2066","Serge Gnabry",20000000,"Right Winger","German first division","Hoffenheim","S. Gnabry"
"2067","Sergej Milinković-Savić",90000000,"Central Midfield","Italian first division","Lazio","S. Milinković-Savić"
"2068","Sergi Darder",11000000,"Central Midfield","French first division","Olympique Lyonnais","Sergi Darder"
"2069","Sergi Enrich",3000000,"Centre-Forward","Spanish first division","Eibar","Sergi Enrich"
"2070","Sergi Gómez",8000000,"Centre-Back","Spanish first division","Celta de Vigo","Sergi Gómez"
"2071","Sergi Roberto",55000000,"Right-Back","Spanish first division","Barcelona","Sergi Roberto"
"2072","Sergi Samper",2500000,"Defensive Midfield","Spanish first division","Las Palmas","Sergi Samper"
"2073","Sergio Agüero",80000000,"Centre-Forward","English first division","Manchester City","S. Agüero"
"2074","Sergio Álvarez",2000000,"Goalkeeper","Spanish first division","Celta de Vigo","Sergio Álvarez"
"2075","Sergio Araujo",4000000,"Centre-Forward","Spanish first division","Las Palmas","S. Araújo"
"2076","Sergio Arribas",NA,"Right Winger","Spanish first division","Leganés","Sergio Arribas"
"2077","Sergio Asenjo",8000000,"Goalkeeper","Spanish first division","Villarreal","Sergio Asenjo"
"2078","Sergio Canales",5000000,"Attacking Midfield","Spanish first division","Real Sociedad","Canales"
"2079","Sergio Córdova",1500000,"Centre-Forward","German first division","Augsburg","S. Córdova"
"2080","Sergio Escudero",7500000,"Left-Back","Spanish first division","Sevilla","Sergio Escudero"
"2081","Sergio Floccari",NA,"Centre-Forward","Italian first division","SPAL","S. Floccari"
"2082","Sergio García",1500000,"Centre-Forward","Spanish first division","Espanyol","Sergio García"
"2083","Sergio León",5000000,"Centre-Forward","Spanish first division","Real Betis","Sergio León"
"2084","Sergio Mora",NA,"Central Midfield","Spanish first division","Getafe","Sergio Mora"
"2085","Sergio Pellissier",NA,"Centre-Forward","Italian first division","Chievo","S. Pellissier"
"2086","Sergio Postigo",2000000,"Centre-Back","Spanish first division","Levante","Sergio Postigo"
"2087","Sergio Rico",12000000,"Goalkeeper","Spanish first division","Sevilla","Sergio Rico"
"2088","Sergio Romero",5000000,"Goalkeeper","English first division","Manchester United","S. Romero"
"2089","Sergio Sánchez",1000000,"Centre-Back","Spanish first division","Espanyol","Sergio Sánchez"
"2090","Serhou Guirassy",2500000,"Centre-Forward","German first division","Köln","S. Guirassy"
"2091","Seung-woo Lee",1000000,"Left Winger","Italian first division","Hellas Verona","Lee Seung-Woo"
"2092","Seydou Sy",NA,"Goalkeeper","French first division","Monaco","S. Sy"
"2093","Shane Duffy",12000000,"Centre-Back","English first division","Brighton & Hove Albion","S. Duffy"
"2094","Shane Long",7000000,"Centre-Forward","English first division","Southampton","S. Long"
"2095","Shaq Moore",NA,"Right-Back","Spanish first division","Levante","S. Moore"
"2096","Shawn Parker",NA,"Centre-Forward","German first division","Augsburg","S. Parker"
"2097","Shinji Kagawa",13000000,"Attacking Midfield","German first division","Borussia Dortmund","S. Kagawa"
"2098","Shinji Okazaki",6000000,"Centre-Forward","English first division","Leicester City","S. Okazaki"
"2099","Shkodran Mustafi",25000000,"Centre-Back","English first division","Arsenal","S. Mustafi"
"2100","Sidnei",4000000,"Centre-Back","Spanish first division","Deportivo La Coruña","Sidnei"
"2101","Silvan Widmer",8500000,"Right-Back","Italian first division","Udinese","S. Widmer"
"2102","Simon Asta",NA,"Right-Back","German first division","Augsburg","S. Asta"
"2103","Simon Falette",4000000,"Centre-Back","French first division","Metz","S. Falette"
"2104","Simon Francis",2500000,"Right-Back","English first division","AFC Bournemouth","S. Francis"
"2105","Simon Kjaer",10000000,"Centre-Back","Spanish first division","Sevilla","S. Kjær"
"2106","Simon Mignolet",10000000,"Goalkeeper","English first division","Liverpool","S. Mignolet"
"2107","Simon Terodde",2500000,"Centre-Forward","German first division","Stuttgart","S. Terodde"
"2108","Simon Zoller",1750000,"Centre-Forward","German first division","Köln","S. Zoller"
"2109","Simone Calvano",NA,"Central Midfield","Italian first division","Hellas Verona","S. Calvano"
"2110","Simone Edera",1500000,"Right Winger","Italian first division","Torino","S. Edera"
"2111","Simone Lo Faso",1000000,"Second Striker","Italian first division","Fiorentina","S. Lo Faso"
"2112","Simone Missiroli",2200000,"Central Midfield","Italian first division","Sassuolo","S. Missiroli"
"2113","Simone Padoin",NA,"Central Midfield","Italian first division","Cagliari","S. Padoin"
"2114","Simone Palombi",NA,"Centre-Forward","Italian first division","Lazio","S. Palombi"
"2115","Simone Pontisso",NA,"Defensive Midfield","Italian first division","Udinese","S. Pontisso"
"2116","Simone Romagnoli",1500000,"Centre-Back","Italian first division","Bologna","S. Romagnoli"
"2117","Simone Scuffet",3000000,"Goalkeeper","Italian first division","Udinese","S. Scuffet"
"2118","Simone Verdi",25000000,"Attacking Midfield","Italian first division","Bologna","S. Verdi"
"2119","Simy",1500000,"Centre-Forward","Italian first division","Crotone","Simy"
"2120","Siriky Sanogo",NA,"Central Midfield","Italian first division","Benevento","S. Sanogo"
